,Account_Balance,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Amount_boxcox
47,34981.69,4,128.02,3,121,4510.4,0.3406,0,11.660367107526756
48,24626.76,13,23.77,2,25,2506.35,0.6866,0,4.785190589286182
49,99005.13,3,362.81,3,211,3089.62,0.5454,1,7.363604246152716
50,85873.02,3,282.11,3,163,817.02,0.3183,1,4.6924339694616926
51,69161.25,14,296.52,4,185,4627.43,0.9537,0,8.100030295798494
52,85678.68,5,403.13,3,64,229.77,0.1398,0,8.689317203502672
53,44775.66,11,449.66,2,179,3352.98,0.1848,1,10.775770914981267
54,75650.51,3,391.4,0,62,1855.93,0.0077,0,1.6594763995119657
55,841.65,9,184.97,3,51,4722.91,0.6362,0,12.126528031356411
56,96821.71,5,286.61,1,202,1607.61,0.9372,0,4.346460194326252
57,80339.18,4,376.23,0,209,2141.19,0.7429,0,5.81670805454035
58,84572.25,5,278.72,1,143,3623.95,0.9892,1,7.324218953429793
59,91272.39,5,423.67,3,132,3869.54,0.4975,0,5.252857178325901
60,50228.86,11,261.18,2,11,736.9,0.8829,0,11.050882117503518
61,89578.63,10,380.6,2,223,2541.13,0.319,0,4.852358434793232
62,38531.58,5,397.31,2,8,7.01,0.7501,1,11.144685373335234
63,66429.56,13,130.04,0,108,1700.82,0.4144,1,12.099979958288126
64,88648.99,3,54.98,2,55,2254.22,0.4566,0,5.261607412249665
65,72517.85,4,459.11,1,93,1379.33,0.6091,0,9.002110901120275
66,77140.55,3,464.6,0,105,3061.09,0.1976,0,5.127507523987712
67,44749.59,10,342.54,3,182,3093.97,0.673,0,5.583459458178501
68,83198.66,10,37.39,1,151,1498.03,0.3344,0,8.185612976473209
69,82964.35,11,338.59,2,103,4265.72,0.0055,0,5.402345530983925
70,67585.77,13,302.64,3,41,4856.51,0.0958,0,10.402363445464552
71,11918.09,11,376.21,3,231,13.98,0.3889,0,6.158751588099545
72,48704.75,7,115.09,3,168,3408.27,0.3222,0,4.926964741309133
73,71321.68,7,316.12,0,68,2684.63,0.6492,0,13.096527516321869
74,47665.1,4,109.07,2,20,3572.45,0.2708,0,7.068729695065624
75,52165.88,10,319.69,0,103,4184.27,0.7169,0,4.134761602593154
76,90037.97,10,24.57,2,140,4614.29,0.2718,1,12.769551276022687
77,31890.74,6,418.15,3,94,1352.51,0.2693,0,8.5109269002126
78,21248.8,1,377.0,1,15,1571.39,0.8499,0,7.348742518268246
79,96219.67,2,159.98,0,77,1837.58,0.1647,1,4.57422539061639
80,67088.03,14,324.54,0,38,3717.63,0.1274,0,7.104107263951794
81,55658.79,14,60.8,1,42,2015.46,0.9441,0,12.002819121411548
82,50940.03,10,282.28,4,71,146.07,0.7388,0,10.063295726973903
83,85516.43,12,373.92,4,201,4787.71,0.3925,0,9.052296759672442
84,76016.81,5,359.54,1,128,620.67,0.6901,0,5.966803166566939
85,51260.5,1,230.41,2,235,1729.86,0.4653,1,3.639331895067083
86,76141.76,10,204.59,4,67,2958.68,0.7693,0,1.673120167292894
87,6814.33,5,449.24,2,122,8.34,0.737,1,5.372346847996141
88,35240.55,10,232.91,0,194,3686.61,0.4556,0,7.59232067971887
89,29122.14,3,58.34,2,167,307.19,0.4958,0,3.0908922882838854
90,40716.69,1,57.26,1,70,1674.43,0.3064,1,4.891566524715812
91,64769.27,5,495.11,1,12,417.64,0.1824,0,6.366929297536013
92,11082.48,11,68.46,3,31,2672.02,0.491,1,5.375850720563453
93,48076.05,1,130.51,1,74,1388.4,0.3993,1,6.960807741038369
94,20800.69,10,440.03,0,151,743.79,0.1682,0,8.298696175657415
95,35239.44,12,260.55,1,93,2716.25,0.69,0,5.445072652794594
96,73618.23,9,386.62,3,207,4996.91,0.4651,1,10.078105312667889
97,42365.28,4,355.47,1,103,3099.26,0.389,0,8.598118841380641
98,1651.62,2,470.64,0,23,205.3,0.4306,1,4.681733878090705
99,83856.0,7,233.36,2,167,1550.67,0.6015,0,5.682448975351356
100,62888.38,2,105.64,0,104,1603.64,0.8951,0,11.79053782573746
101,94812.91,3,476.31,2,139,1300.58,0.8601,0,11.534069440008173
102,81359.53,8,373.39,0,91,2367.83,0.2124,1,6.87398315211107
103,61520.85,13,293.03,1,196,2379.56,0.4269,0,8.99864402104546
104,13124.53,1,131.59,1,79,2898.69,0.9879,1,6.4119350162606565
105,19504.57,8,394.36,3,205,3639.03,0.3491,0,2.2204655161182347
106,70996.25,14,84.89,1,74,1043.77,0.5126,0,6.4854353116320205
107,53345.96,4,47.79,2,90,3326.17,0.6589,0,10.195013666179914
108,13935.49,9,227.36,1,200,2864.87,0.7153,0,9.37389830843996
109,92933.91,8,478.76,1,34,2273.51,0.1123,1,11.056306170159008
110,6753.07,4,107.26,4,179,1046.9,0.4688,0,10.750204062861457
111,46527.47,1,131.17,3,148,4908.34,0.6642,0,9.534571970977506
112,11813.99,14,465.49,1,79,2653.12,0.3265,0,9.76781660806151
113,18905.83,9,292.94,3,18,2594.13,0.4432,1,2.077772606731635
114,41767.46,14,228.01,0,92,4570.28,0.3784,0,7.88148912401032
115,29329.35,10,34.74,4,167,3368.55,0.1655,1,8.313447349698263
116,82933.42,2,270.04,0,115,4233.75,0.1413,1,7.941713501825472
117,20413.24,5,492.31,2,107,4659.45,0.3067,0,11.019766875399725
118,87085.89,9,258.53,1,78,3264.92,0.1453,1,4.671888697051255
119,98730.52,4,79.03,1,157,4134.17,0.3619,0,11.531125520321345
120,14127.88,4,136.02,3,157,4657.46,0.314,1,13.410338253420935
121,18698.54,2,21.14,0,105,4487.33,0.6425,0,8.86517109381976
122,48723.59,2,51.4,3,82,1931.13,0.8117,0,4.288146543706507
123,1686.45,10,375.95,1,13,3286.0,0.6706,0,3.0099774983767573
124,63548.64,6,327.31,0,201,2720.75,0.6938,0,14.204194756730612
125,28459.14,13,71.66,4,81,3003.21,0.9129,0,6.832610484132913
126,12521.24,6,127.39,4,16,4150.25,0.76,0,5.106077610749714
127,94289.85,11,332.4,3,139,366.13,0.6274,0,7.119625635692766
128,55417.27,13,277.96,0,65,17.13,0.3657,0,8.528799239240078
129,82626.55,5,151.98,0,159,178.6,0.0462,1,7.704086739159733
130,75447.75,7,86.6,1,69,961.72,0.2151,0,3.507366650660684
131,58180.36,8,77.57,0,6,1798.14,0.1632,1,10.590832542092288
132,7142.75,6,177.07,0,32,4623.41,0.8534,1,6.211534601743699
133,11823.74,14,124.97,2,116,4500.89,0.3606,1,7.258244266981944
134,33764.14,3,111.29,4,109,249.27,0.6095,0,5.833613517484379
135,90226.22,6,15.74,1,62,150.73,0.0042,0,6.216338800868765
136,73513.35,3,27.19,1,40,768.22,0.8577,0,5.969110160231183
137,21457.06,4,356.78,0,124,293.67,0.5639,0,5.203513372066566
138,83061.48,3,209.73,4,234,4917.78,0.4945,1,10.73579128366532
139,4113.54,1,380.62,0,153,4158.29,0.8891,0,10.90360948330682
140,55114.35,14,29.4,4,121,3874.84,0.7617,0,10.597506590208498
141,35091.4,3,126.65,2,84,1895.75,0.7788,1,7.611542448559475
142,871.39,8,281.45,0,64,321.41,0.1535,0,6.136954996275406
143,96433.2,10,274.94,4,223,1801.72,0.9509,0,5.653855260593787
144,55756.5,2,67.54,3,38,1047.08,0.499,0,7.310349820959434
145,12611.33,12,155.72,1,207,242.67,0.5794,0,8.501960106490456
146,50077.22,4,206.5,3,103,1523.59,0.6551,0,8.251408619879545
147,1754.34,2,452.58,1,139,2165.65,0.2389,0,12.135594531620145
148,3919.19,10,236.75,4,8,2567.75,0.1571,0,7.9313091116038
149,67075.63,4,484.92,3,89,2290.86,0.1995,0,8.636260596510578
150,15932.19,14,10.28,0,105,1895.21,0.8742,0,10.699644301934825
151,34642.47,13,10.0,4,91,2730.28,0.4426,0,10.266983838338152
152,41936.84,6,403.46,3,34,4423.09,0.4467,0,4.142431299174468
153,86906.22,4,347.35,1,73,4849.83,0.6382,0,3.5382554866727087
154,93531.71,8,287.19,1,63,4578.71,0.978,1,11.48717530527118
155,58137.59,3,441.96,3,20,3548.05,0.6328,1,7.259027622156761
156,91895.42,2,321.48,3,98,3879.07,0.6698,0,9.992211390518335
157,54959.93,5,351.34,0,126,3278.32,0.3398,0,10.232998686572634
158,49229.92,4,494.79,4,116,2829.23,0.2061,0,8.121452212718484
159,35724.0,8,155.47,1,200,2908.48,0.8291,0,9.458328275573768
160,30122.65,7,158.73,2,4,4814.01,0.7642,0,1.8168640674157044
161,61487.58,9,409.11,4,15,1674.17,0.9841,0,3.6909506192876185
162,96549.63,11,424.95,0,139,2490.71,0.3667,0,4.244334623202866
163,49487.07,13,70.46,3,150,4957.63,0.7741,0,9.65966314505148
164,32856.05,11,315.57,3,2,212.36,0.1951,0,7.359799444180387
165,36893.16,1,462.86,4,116,558.31,0.1696,0,1.7626459170440902
166,10182.62,9,106.06,2,229,2230.31,0.9827,1,9.7436251248525
167,7950.28,1,193.5,0,52,302.33,0.9414,0,7.767915474934998
168,29798.65,6,326.03,4,10,745.05,0.4979,1,2.307755206485684
169,13855.65,12,129.11,0,91,2044.59,0.5708,1,8.878207874786046
170,3767.23,6,10.31,2,221,1890.99,0.4682,0,8.809483737104122
171,47292.37,12,63.67,3,57,3586.61,0.7188,1,10.215722227690136
172,43449.02,5,325.07,4,157,3964.15,0.0323,0,7.031735253328122
173,62096.26,3,122.7,3,9,2330.48,0.215,0,5.963917039337098
174,70908.88,2,413.55,0,82,3485.53,0.4571,1,8.680478832249307
175,31016.2,12,254.87,0,23,801.05,0.091,0,5.144992251205651
176,74877.56,14,495.48,0,219,866.46,0.0956,0,8.82114903982318
177,37831.81,14,185.67,1,87,4298.23,0.2789,0,3.9517017581750937
178,27098.65,14,497.79,3,167,116.07,0.881,0,8.806367257077962
179,4154.2,6,229.49,2,144,3906.3,0.0804,0,10.575393513819892
180,69323.72,6,356.61,3,71,3940.39,0.5208,1,9.57294028527404
181,75649.09,5,94.12,0,130,3043.38,0.8839,0,10.977273782658658
182,31019.08,14,377.67,2,7,2066.62,0.9745,1,6.305766215416268
183,38836.67,12,84.02,4,135,150.75,0.2806,0,7.784209694194704
184,69035.41,3,235.83,1,94,2912.49,0.3388,0,4.135858671187959
185,17387.96,6,457.1,3,216,1575.68,0.6657,0,5.85581241728023
186,76589.09,8,129.07,1,85,4906.18,0.6042,0,12.081701345043069
187,62815.77,5,467.5,3,70,1119.49,0.6813,1,7.28555908916768
188,3624.33,13,61.04,2,229,614.8,0.8769,0,6.428966232721261
189,60075.24,5,307.9,4,116,2829.92,0.2179,0,2.228098637226202
190,16658.09,3,425.73,2,93,3948.56,0.7136,1,0.6303260112315768
191,66166.15,14,232.07,1,46,1484.21,0.8392,0,5.223498837744273
192,29864.62,11,207.57,3,88,2099.09,0.575,0,10.00882304280483
193,94938.23,6,368.61,3,158,3413.07,0.2225,1,6.251352298315741
194,14245.27,12,192.13,0,3,3461.71,0.599,0,7.600520132236734
195,4792.45,4,45.2,1,127,1095.37,0.0672,0,7.335735403224552
196,74744.35,3,439.77,4,187,3265.08,0.2937,0,5.085260728051914
197,36146.11,5,451.0,1,161,1002.64,0.5693,0,7.011618239554589
198,9674.18,10,271.4,4,55,4345.67,0.1238,0,5.534052700788965
199,80244.56,7,160.14,2,59,4792.4,0.4924,0,5.440279234660343
200,13238.9,9,40.71,3,19,4819.85,0.1186,1,11.861700972584895
201,36685.47,13,33.58,4,195,4150.2,0.4873,1,11.572874023620146
202,18347.86,9,492.14,4,225,1617.83,0.6782,0,7.18502168266157
203,26420.43,12,250.69,1,62,102.83,0.8028,0,12.02620877018184
204,78605.45,2,119.83,2,59,4001.3,0.6962,1,7.562576716356793
205,32677.53,1,363.45,3,117,4205.45,0.159,1,5.270331538458952
206,86619.89,9,417.6,3,18,1588.39,0.8838,1,11.055376776649393
207,78645.6,3,339.58,3,203,985.65,0.5559,1,7.272318198928758
208,38925.5,7,196.24,0,212,2924.24,0.448,0,3.6817659265795313
209,30695.67,4,32.36,1,62,92.81,0.8142,0,8.41716817571858
210,69959.25,5,62.24,2,208,4042.64,0.0076,1,10.145558146921523
211,88693.55,11,230.14,3,198,1168.01,0.8231,0,8.887639636053999
212,20500.38,13,391.12,2,194,712.35,0.4645,0,5.014757898550193
213,14361.8,2,35.22,3,173,92.88,0.4504,0,10.729648018313538
214,60955.11,7,315.32,1,198,2927.89,0.5051,0,9.80333991048397
215,74184.21,9,146.86,4,219,1370.95,0.0756,0,6.586996836568389
216,55847.43,12,317.51,1,234,637.53,0.3251,0,7.27777632316672
217,78451.8,2,417.81,3,164,1041.91,0.8759,0,2.9241970519283
218,94254.86,12,297.21,1,168,1396.62,0.0451,1,9.217630160027037
219,87999.62,13,56.74,0,28,3030.98,0.7462,0,11.362901343790742
220,52056.64,14,400.96,0,170,4212.17,0.9524,0,6.170676703232827
221,47100.97,5,105.48,2,204,2959.47,0.9297,0,4.899838482745367
222,46150.37,4,96.4,2,200,2620.73,0.9967,0,9.778319240364413
223,42889.03,12,12.45,2,118,4054.89,0.6357,1,9.679072150451114
224,29450.32,2,341.6,3,160,3418.29,0.5891,0,9.27987155631362
225,16524.51,7,219.58,4,2,2905.38,0.0973,0,9.689583726345122
226,41278.5,10,66.31,3,89,4297.64,0.7717,0,6.561656421554452
227,26976.85,12,151.45,0,170,3579.79,0.0153,0,6.598883255319827
228,53067.51,14,302.66,3,105,2144.29,0.0584,1,7.385592526090569
229,87491.78,5,158.15,2,112,4890.79,0.8669,1,6.505021962106902
230,34337.36,11,120.63,2,230,678.61,0.8361,1,6.77860335279908
231,2489.44,14,104.81,3,232,1519.96,0.0365,0,4.752294910649275
232,36784.22,13,259.93,3,71,3207.3,0.4347,1,9.482206153291486
233,92112.94,1,436.66,1,4,1907.59,0.1251,0,3.1640994715826167
234,52543.18,13,371.12,0,6,4534.39,0.2972,0,11.599771168033705
235,75259.34,11,88.25,1,45,4967.61,0.8339,0,4.753165608494752
236,99404.85,8,337.51,4,88,1290.43,0.4605,1,4.371635444846318
237,70452.68,14,47.22,4,7,3239.85,0.6261,0,2.505303374482926
238,6376.12,5,472.07,4,117,1522.44,0.99,0,5.236012259888938
239,88596.86,1,427.01,4,176,2034.61,0.3229,1,4.282969095545349
240,24496.15,3,98.36,3,48,2689.52,0.7777,0,6.591280832489934
241,49116.13,11,136.33,0,237,3984.53,0.5833,0,12.90498433645672
242,52125.14,13,462.31,4,15,165.87,0.5912,1,13.81742786446657
243,18322.9,9,323.17,1,32,1453.65,0.3756,0,10.298885560835958
244,93166.03,14,366.68,2,30,4882.6,0.9513,0,5.624345880103776
245,31537.89,4,143.86,0,34,277.94,0.8934,1,8.862097480667599
246,72970.82,1,191.55,2,203,2406.42,0.6012,0,8.11060111793109
247,6991.1,6,166.95,4,55,822.58,0.43,0,3.2445327978022243
248,23806.33,11,150.45,2,201,1710.18,0.5644,0,3.67518418942884
249,11501.26,11,436.88,3,85,938.97,0.5535,0,6.531765565822567
250,907.29,12,118.82,4,92,3884.79,0.7148,0,3.5172383032092727
251,25559.94,7,62.27,1,25,4111.49,0.8653,0,3.6974900205497327
252,22118.14,5,100.2,0,29,4473.62,0.2904,0,7.42692694332248
253,77353.87,9,21.01,0,230,2716.44,0.4928,0,9.625483835077333
254,77270.18,2,49.55,4,185,4062.1,0.3298,1,6.500136175870678
255,93551.86,4,338.13,1,195,453.58,0.9466,1,9.24315246851041
256,89547.5,5,436.23,4,178,2.83,0.3407,1,10.824205782317394
257,64263.47,12,68.68,4,78,4052.01,0.0026,0,11.689503354690268
258,68434.73,4,189.94,3,236,2187.67,0.8988,0,4.419312289079738
259,21204.72,2,370.98,2,35,1339.95,0.8882,0,5.277581829459376
260,1083.69,11,387.53,1,239,1169.21,0.7629,0,4.276742638500477
261,4358.8,14,271.92,1,46,4257.54,0.898,0,5.514060720804818
262,63231.42,10,11.96,0,2,2788.96,0.6463,1,1.5133334762899078
263,27699.17,1,169.96,2,119,2714.75,0.0745,0,8.270810258267389
264,8316.6,13,194.54,3,164,3201.41,0.9656,0,2.7635624492484743
265,27213.94,3,284.94,4,44,1198.68,0.5355,1,1.9444491106596569
266,34268.43,13,73.66,3,25,4814.77,0.5137,0,8.363475074083983
267,86307.88,12,48.18,4,103,2219.62,0.0704,0,8.162406497080562
268,87573.85,9,174.75,0,148,1537.86,0.1313,0,9.341879035462268
269,35223.03,3,69.72,0,207,4287.83,0.9044,0,12.446733918238804
270,85887.37,9,394.5,1,195,3063.29,0.4833,0,10.778730812271922
271,84811.03,1,57.37,4,134,2778.56,0.7025,1,9.608825936093188
272,78760.47,14,301.52,1,234,1954.31,0.3993,0,5.665324949161136
273,69710.82,1,29.02,1,190,4075.29,0.2903,0,2.909571396636807
274,38179.4,1,43.89,2,229,1250.06,0.0373,0,6.459797586934561
275,80256.83,6,49.21,1,227,1358.79,0.3105,1,8.84849423924084
276,58786.45,6,159.13,3,163,2685.89,0.934,1,2.184451289604364
277,92320.59,8,162.68,0,238,1316.34,0.2871,0,7.794695019897168
278,85353.72,4,352.45,0,34,559.04,0.2556,1,9.421584794850933
279,36214.75,14,343.02,1,1,228.54,0.6081,1,9.615240527434176
280,4656.55,10,233.5,2,209,3213.18,0.3581,0,8.002902433098217
281,18723.57,4,202.65,3,133,1320.66,0.4561,0,8.916056359953219
282,88803.41,2,226.95,3,142,2726.18,0.8632,1,6.0347233399861695
283,50873.72,9,144.49,1,71,4968.01,0.1412,0,11.327193474287538
284,62836.43,8,464.16,4,67,4583.53,0.1706,1,10.679532449416644
285,1915.05,2,129.78,3,52,1193.45,0.4485,0,4.826193955923229
286,10888.15,10,201.34,1,87,3035.56,0.8856,1,5.973719071438183
287,27861.61,12,175.74,3,85,3656.88,0.1708,1,6.779952809147903
288,92833.34,13,218.47,3,226,4699.6,0.531,0,7.414201680935864
289,1217.62,13,423.61,1,81,1836.76,0.2901,0,4.56398368394959
290,70093.91,4,298.23,0,60,3750.35,0.6283,0,3.7234741394207047
291,45718.24,2,58.85,4,82,3788.32,0.34,0,3.447261044907413
292,26012.06,3,416.78,0,216,4808.32,0.3928,1,6.447897142687009
293,44747.47,1,24.21,4,76,3638.73,0.2046,0,5.996091283632489
294,99943.46,12,242.97,1,72,900.65,0.8611,0,7.804477061484481
295,56065.92,2,235.92,3,51,1482.77,0.4767,1,8.827615156288202
296,57713.33,3,172.52,1,184,2697.93,0.8019,0,5.510046304811958
297,82762.84,5,288.41,1,233,2309.6,0.4815,0,6.956539568447447
298,9984.54,11,51.1,4,200,2664.62,0.7244,1,7.818934104753611
299,3953.33,11,258.64,0,67,2883.3,0.679,1,1.813718148493734
300,13553.56,8,472.17,1,226,3371.34,0.2721,1,4.588129340149688
301,34528.54,8,331.44,1,101,2868.31,0.474,0,7.41907255424091
302,91086.16,1,59.21,3,221,543.5,0.1965,0,5.954084310424126
303,42503.74,9,469.33,4,60,3082.28,0.7121,0,5.32570189239649
304,36918.51,4,303.64,1,216,1304.12,0.8015,0,7.930006528163843
305,28160.04,12,429.69,2,231,1094.7,0.7425,0,1.5896721369451912
306,60132.43,7,90.55,2,177,1235.88,0.4551,1,5.831806624377316
307,21109.68,5,171.21,3,20,273.71,0.2801,1,8.75511872013905
308,66029.77,3,282.46,0,73,791.34,0.0914,0,6.158208480332155
309,1949.28,5,137.84,0,74,181.08,0.0796,0,7.114732541830505
310,50109.94,3,161.33,0,18,822.89,0.6883,0,10.11138890971128
311,37426.64,6,279.64,0,78,1914.55,0.0902,0,9.906196131744284
312,41662.34,11,485.53,0,45,1238.74,0.421,1,6.517204938558418
313,24851.52,11,371.16,3,120,2698.45,0.4325,0,7.774034227546382
314,2461.73,9,142.91,2,17,4786.58,0.2291,0,7.546348065797464
315,17642.69,11,54.96,0,136,1342.57,0.6636,1,9.105495914396023
316,4601.28,9,291.93,0,56,4588.96,0.6091,0,5.06585027030453
317,55357.15,14,390.51,4,40,1866.71,0.1984,1,6.133125256516107
318,92732.44,1,487.23,1,27,3403.02,0.9496,0,6.705381293686558
319,12380.21,10,103.28,3,135,2385.12,0.9466,0,9.546965792293568
320,48638.4,4,154.68,0,31,1282.55,0.3982,0,8.140290441006396
321,56672.17,2,200.84,4,18,771.47,0.0207,0,9.293730967254737
322,84915.38,10,312.49,2,121,4164.0,0.1066,0,4.723406953003269
323,33283.86,4,210.49,2,216,95.19,0.1943,0,4.721646416730399
324,58877.72,5,193.77,4,210,1128.69,0.3169,0,8.687176371469203
325,52000.66,13,439.97,0,46,1589.09,0.8656,0,4.666503668374728
326,26787.08,8,460.73,3,237,539.35,0.4326,0,3.199838450067884
327,6023.39,8,440.93,3,163,2136.46,0.3427,0,7.769276073681375
328,43050.94,9,39.39,4,40,904.46,0.5402,1,8.470696491942945
329,17277.43,10,405.41,1,49,715.63,0.7424,1,4.897359449592449
330,89345.45,7,180.87,2,206,3589.09,0.9588,0,6.13203020067593
331,5035.09,8,75.55,1,223,4176.95,0.1836,1,6.237074538713007
332,15650.61,2,195.54,3,188,2551.06,0.4017,0,12.586062031468302
333,42883.92,13,147.01,0,194,2733.47,0.3271,0,10.07483994685892
334,76587.67,6,478.81,2,225,104.14,0.9134,0,5.127507523987712
335,85230.55,12,414.54,3,36,135.04,0.8627,0,9.107667482580354
336,7687.11,12,122.48,2,164,2998.37,0.5818,0,3.933954581200848
337,33833.11,2,292.32,4,116,1705.22,0.6837,0,3.907696752244456
338,59067.65,4,470.54,3,208,3277.37,0.2656,0,3.818539500775719
339,39053.47,11,480.12,0,41,4880.03,0.1055,0,1.6832863238677809
340,89644.47,4,66.69,0,135,2966.33,0.0282,0,6.521094036481726
341,55304.93,7,472.02,4,97,1511.45,0.1361,0,4.379641250454079
342,72676.18,2,392.08,2,197,614.96,0.8337,0,10.36651584496639
343,60851.27,11,430.18,0,194,3101.7,0.8566,0,6.235484212037371
344,981.39,14,243.0,0,65,4154.7,0.8864,1,6.824186592127354
345,61629.5,4,289.91,2,149,4992.17,0.168,1,10.431547004476744
346,28554.26,4,103.87,4,205,1047.3,0.1977,0,6.08347135120556
347,56651.33,4,127.33,1,146,4342.52,0.3498,1,8.644927342667444
348,80368.2,4,144.99,3,123,4175.13,0.9394,0,10.31584357781739
349,52514.72,2,264.23,1,189,4298.14,0.4811,0,10.022261644073044
350,76369.59,14,464.17,3,217,4336.49,0.4132,0,7.835674085685157
351,951.69,12,450.52,4,170,2411.24,0.5238,1,5.113749474657048
352,26946.4,8,407.89,4,79,49.61,0.9316,0,10.06753212445458
353,11001.5,5,219.45,1,38,4007.93,0.2871,0,4.5169355933354325
354,83036.89,14,48.87,2,231,3456.9,0.0197,1,9.032443823795097
355,64652.86,3,71.63,1,27,2994.03,0.2823,0,5.638494806490625
356,28641.05,13,242.17,0,211,2558.84,0.2802,0,12.988329032851505
357,50029.61,9,481.53,0,53,2174.85,0.9072,0,4.418327687224736
358,9204.89,14,170.38,4,59,3339.43,0.0009,1,7.088519583131324
359,42964.53,1,155.49,1,196,320.29,0.9127,0,10.947883959901384
360,45896.2,12,96.78,2,55,1856.45,0.5565,0,5.53205947653256
361,94046.7,4,178.36,4,213,91.0,0.9245,0,9.53391865951575
362,74293.4,4,312.86,1,35,4859.32,0.0745,0,6.434956208336586
363,98206.77,1,171.87,1,226,4858.2,0.5161,0,3.253998227578707
364,28359.61,9,409.74,3,54,405.3,0.597,1,7.191015672643195
365,96436.96,14,296.85,4,150,180.31,0.4587,0,9.162063332584278
366,35217.18,12,160.06,3,157,4818.97,0.9174,1,11.65900134827466
367,2822.96,14,143.26,2,78,3799.25,0.3256,0,2.240755877762341
368,82254.09,9,483.53,4,81,882.6,0.5644,0,2.1345012433570902
369,68888.45,13,59.36,3,48,4955.42,0.7604,0,4.8498370649988765
370,13063.75,10,356.41,4,221,2398.65,0.0201,0,7.535488478596768
371,47408.65,1,483.93,0,237,511.04,0.0628,0,6.069539889216684
372,23618.59,9,57.26,0,133,467.42,0.5708,1,6.367947498854489
373,72443.87,14,74.67,1,88,3752.14,0.8744,1,3.581115576952256
374,94554.44,3,253.62,3,182,4990.44,0.9724,1,3.7822139748562846
