,transaction_type_ATM Withdrawal,transaction_type_Online,transaction_type_POS,device_type_Laptop,device_type_Mobile,location_Mumbai,location_New York,location_Sydney,location_Tokyo,merchant_Electronics,merchant_Groceries,merchant_Restaurants,merchant_Travel,auth_method_Biometric,auth_method_OTP,auth_method_PIN,card_type_Amex,card_type_Discover,card_type_Visa,Account_Balance,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Amount_boxcox,Fraud_Label
75,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.5192615758554735,10,0.6320204081632653,0,103,0.8368575588837687,0.7169,0,0.2277318174379845,0
76,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8998938971834864,10,0.029734693877551,2,140,0.9228670634920636,0.2718,1,0.7033133707472715,0
77,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3154868804676444,6,0.8329591836734694,3,94,0.2704693100358423,0.2693,0,0.4687595168368793,0
78,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.2085303769941515,1,0.7489795918367348,1,15,0.3142481118791602,0.8499,0,0.4047494512185277,0
79,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.9620228903484628,2,0.3060816326530612,0,77,0.367489519329237,0.1647,1,0.2519363295147985,0
80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6692362034428289,14,0.6419183673469389,0,38,0.7435235855094726,0.1274,0,0.3912755834531045,0
81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.5543669645860619,14,0.1036734693877551,1,42,0.4030677963389656,0.9441,0,0.6610837759507472,1
82,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.5069412066574719,10,0.5556734693877551,4,71,0.0291658666154633,0.7388,0,0.5542599176412951,1
83,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.8544502930365416,12,0.7426938775510205,4,201,0.9575532834101382,0.3925,0,0.4985767478771442,1
84,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.7589746429645753,5,0.7133469387755103,1,128,0.1240919418842805,0.6901,0,0.328635858610278,0
85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5101620809217648,1,0.4498163265306122,2,235,0.3459441404249871,0.4653,1,0.2004448493968472,0
86,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.7602304492469836,10,0.3971224489795918,4,67,0.5917238703277009,0.7693,0,0.092151067730433,1
87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0634571628346065,5,0.8964081632653061,2,122,0.0016181035586277,0.737,1,0.2958947647269647,0
88,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.3491540468772033,10,0.4549183673469388,0,194,0.7373191884280594,0.4556,0,0.4181650970832287,0
89,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.2876611479868455,3,0.0986530612244898,2,167,0.0613919290834613,0.4958,0,0.1702382352284799,0
90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4041918301132798,1,0.0964489795918367,1,70,0.334857430875576,0.3064,1,0.2694146463229474,0
91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6459315745881091,5,0.9900204081632652,1,12,0.0834833429339477,0.1824,0,0.3506737557777637,0
92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.1063540782748729,11,0.1193061224489795,3,31,0.534388200844854,0.491,1,0.2960877488321002,0
93,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4781568603053956,1,0.245938775510204,1,74,0.2776477694572452,0.3993,1,0.3833830218189335,0
94,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.2040266606819465,10,0.8776122448979592,0,151,0.1487175179211469,0.1682,0,0.4570704055254023,0
95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.3491428908550066,12,0.511326530612245,1,93,0.5432347670250897,0.69,0,0.2999003111872503,0
96,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.7348677855587403,9,0.7686122448979592,3,207,0.999395961341526,0.4651,1,0.5550755907537377,0
97,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.4207609351882347,4,0.7050408163265307,1,103,0.6198416698668715,0.389,0,0.4735618201221983,0
98,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0115694985508729,2,0.9400816326530612,0,23,0.0410126248079877,0.4306,1,0.257857614850132,0
99,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.837762190391489,7,0.4558367346938776,2,167,0.3101038466461853,0.6015,0,0.3129743760423301,0
100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.6270277452282126,2,0.1951836734693877,0,104,0.3206985247055811,0.8951,0,0.6493918793147642,1
101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.947884290541814,3,0.95165306122449,2,139,0.2600826452892985,0.8601,0,0.6352662737270354,1
102,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.8126714924335536,8,0.7416122448979592,0,91,0.4735463069636456,0.2124,1,0.378600951330923,0
103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6132834253772168,13,0.5776122448979591,1,196,0.4758924571172555,0.4269,0,0.4956216958445469,0
104,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.1268776414520799,1,0.2481428571428572,1,79,0.5797251024065541,0.9879,1,0.3531525526481414,1
105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1910000449256029,8,0.7844081632653062,3,205,0.7278025793650794,0.3491,0,0.1222974130423485,0
106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7085156530549461,14,0.1528367346938775,1,74,0.2087173579109063,0.5126,0,0.3572007560165416,0
107,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5311219350210955,4,0.0771224489795918,2,90,0.665226574500768,0.6589,0,0.5615145960405911,0
108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.1350281709661406,9,0.4435918367346939,1,200,0.5729606694828469,0.7153,0,0.516289717143804,0
109,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.928999456571063,8,0.95665306122449,1,34,0.4546810995903738,0.1123,1,0.6089523267077855,0
110,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.062841471014996,4,0.1984897959183673,4,179,0.2093433979774705,0.4688,0,0.592093025999191,1
111,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.4625929027798898,1,0.2472857142857143,3,148,0.9816808275729648,0.6642,0,0.525139200790248,0
112,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.1137060979118841,14,0.9295714285714286,1,79,0.5306079589093702,0.3265,0,0.537985703253048,0
113,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1849824262498991,9,0.5774285714285714,3,18,0.5188092037890425,0.4432,1,0.114438262089185,0
114,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.4147525629453427,14,0.4449183673469388,0,92,0.914064500128008,0.3784,0,0.4340917360756451,0
115,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2897437059682608,10,0.0504897959183673,4,167,0.673703116999488,0.1655,1,0.4578828614772907,1
116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.8284898273660843,2,0.5306938775510205,0,115,0.8467541922683052,0.1413,1,0.4374087367475375,0
117,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.2001326059070836,5,0.9843061224489796,2,107,0.9318996415770608,0.3067,0,0.6069398382493906,0
118,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.8702241043849902,9,0.5072040816326531,1,78,0.6529757904505888,0.1453,1,0.2573153681170401,0
119,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.9872581140714326,4,0.1408775510204082,1,157,0.826836917562724,0.3619,0,0.6351041303569672,0
120,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1369617809755248,4,0.2571836734693877,3,157,0.9315016161034306,0.314,1,0.7386062357245354,0
121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.182899064230848,2,0.022734693877551,0,105,0.8974734383000512,0.6425,0,0.4882703573110718,0
122,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.4846649419389347,2,0.0844897959183673,3,82,0.3862007168458781,0.8117,0,0.236179857437547,0
123,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0119195564365574,10,0.7468367346938776,1,13,0.6571920602918587,0.6706,0,0.1657816609603029,0
124,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.6336636688458432,6,0.6475714285714286,0,201,0.5441348246287763,0.6938,0,0.7823297684598434,0
125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.2809976860801889,13,0.1258367346938775,4,81,0.6006304403481822,0.9129,0,0.3763222533607631,1
126,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.1208142931358402,6,0.2395714285714285,4,16,0.8300531233998976,0.76,0,0.2812293539598905,1
127,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.9426272914695728,11,0.6579591836734694,3,139,0.073180683563748,0.6274,0,0.3921302946408145,0
128,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.5519395749635947,13,0.5468571428571428,0,65,0.0033762160778289,0.3657,0,0.4697438783647707,0
129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.8254056394998767,5,0.2897551020408163,0,159,0.0356722830261136,0.0462,1,0.4243208783085324,0
130,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.7532553222517517,7,0.1563265306122449,1,69,0.1923063076036866,0.2151,0,0.1931765500761634,0
131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.5797099293522281,8,0.1378979591836734,0,6,0.3596010144649257,0.1632,1,0.5833152609038936,0
132,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0667579383389567,6,0.3409591836734694,0,32,0.924691180235535,0.8534,1,0.3421150237650613,1
133,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.1138040899987467,14,0.2346326530612245,2,116,0.9001856118791604,0.3606,1,0.3997650450492666,0
134,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.3343154318038895,3,0.2067142857142857,4,109,0.0498071876600102,0.6095,0,0.3213001222934669,1
135,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.901785898245218,6,0.0117142857142857,1,62,0.0300979262672811,0.0042,0,0.3423796264443063,0
136,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7338136922182124,3,0.0350816326530612,1,40,0.1536038306451612,0.8577,0,0.328762921766627,1
137,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2106234879695366,4,0.7077142857142857,0,124,0.058687756016385,0.5639,0,0.2865958599742214,0
138,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8297768906115842,3,0.4076122448979591,4,234,0.9835689484126984,0.4945,1,0.5912992079472361,1
139,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.036312952754849,1,0.7563673469387756,0,153,0.8316612263184844,0.8891,0,0.6005421939466129,1
140,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.5488950864556544,14,0.0395918367346938,4,121,0.7749675979262673,0.7617,0,0.5836828499581742,1
141,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.3476550192099668,3,0.2380612244897959,2,84,0.3791242639528929,0.7788,1,0.4192237816636646,0
142,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0037278199936621,8,0.5539795918367347,0,64,0.0642361111111111,0.1535,0,0.3380073748291589,0
143,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.964168967303106,10,0.5406938775510204,4,223,0.3603170602918586,0.9509,0,0.3113995092773489,1
144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5553489960534819,2,0.1174285714285714,3,38,0.209379400281618,0.499,0,0.4026348822119376,0
145,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.1217197400184506,12,0.2973877551020408,1,207,0.0484871031746031,0.5794,0,0.4682656493719075,0
146,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.498269560250711,4,0.4010204081632653,3,103,0.3046874999999999,0.6551,0,0.4544659310587871,0
147,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0126018828752345,2,0.9032244897959184,1,139,0.4331077188940092,0.2389,0,0.6683966970775455,0
