,Account_Balance,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Amount_boxcox
70,0.6742387246033407,13,0.5972244897959184,3,41,0.9713141641065028,0.0958,0,0.5729348776965494
71,0.11475235188546323,11,0.7473673469387755,3,231,0.0027461757552483357,0.3889,0,0.3392078739019354
72,0.4844755910757049,7,0.21446938775510208,3,168,0.6816476254480287,0.3222,0,0.27136428719070743
73,0.7117863776526584,7,0.6247346938775511,0,68,0.5369103622631849,0.6492,0,0.721322363917681
74,0.4740266194750177,4,0.20218367346938776,2,20,0.7144857270865335,0.2708,0,0.38932707980686476
75,0.5192615758554735,10,0.6320204081632653,0,103,0.8368575588837687,0.7169,0,0.22773181743798457
76,0.8998938971834864,10,0.029734693877551024,2,140,0.9228670634920635,0.2718,1,0.7033133707472715
77,0.3154868804676444,6,0.8329591836734694,3,94,0.2704693100358423,0.2693,0,0.4687595168368793
78,0.20853037699415153,1,0.7489795918367348,1,15,0.31424811187916024,0.8499,0,0.4047494512185277
79,0.9620228903484629,2,0.3060816326530612,0,77,0.367489519329237,0.1647,1,0.25193632951479855
80,0.6692362034428289,14,0.6419183673469389,0,38,0.7435235855094726,0.1274,0,0.39127558345310454
81,0.5543669645860619,14,0.1036734693877551,1,42,0.40306779633896567,0.9441,0,0.6610837759507472
82,0.5069412066574719,10,0.5556734693877551,4,71,0.029165866615463384,0.7388,0,0.5542599176412951
83,0.8544502930365416,12,0.7426938775510205,4,201,0.9575532834101382,0.3925,0,0.49857674787714423
84,0.7589746429645753,5,0.7133469387755103,1,128,0.12409194188428058,0.6901,0,0.32863585861027805
85,0.5101620809217648,1,0.44981632653061226,2,235,0.34594414042498717,0.4653,1,0.2004448493968472
86,0.7602304492469836,10,0.39712244897959187,4,67,0.5917238703277009,0.7693,0,0.09215106773043302
87,0.06345716283460655,5,0.8964081632653061,2,122,0.001618103558627752,0.737,1,0.29589476472696474
88,0.3491540468772033,10,0.4549183673469388,0,194,0.7373191884280594,0.4556,0,0.4181650970832287
89,0.2876611479868455,3,0.0986530612244898,2,167,0.06139192908346134,0.4958,0,0.17023823522847997
90,0.40419183011327986,1,0.09644897959183674,1,70,0.334857430875576,0.3064,1,0.2694146463229474
91,0.6459315745881091,5,0.9900204081632653,1,12,0.08348334293394775,0.1824,0,0.3506737557777637
92,0.10635407827487293,11,0.11930612244897959,3,31,0.534388200844854,0.491,1,0.29608774883210026
93,0.4781568603053956,1,0.24593877551020407,1,74,0.27764776945724523,0.3993,1,0.3833830218189335
94,0.20402666068194653,10,0.8776122448979592,0,151,0.14871751792114693,0.1682,0,0.4570704055254023
95,0.3491428908550066,12,0.511326530612245,1,93,0.5432347670250897,0.69,0,0.29990031118725036
96,0.7348677855587403,9,0.7686122448979592,3,207,0.9993959613415259,0.4651,1,0.5550755907537377
97,0.42076093518823476,4,0.7050408163265307,1,103,0.6198416698668715,0.389,0,0.4735618201221983
98,0.011569498550872918,2,0.9400816326530612,0,23,0.041012624807987716,0.4306,1,0.257857614850132
99,0.837762190391489,7,0.4558367346938776,2,167,0.31010384664618534,0.6015,0,0.31297437604233014
100,0.6270277452282126,2,0.19518367346938778,0,104,0.32069852470558113,0.8951,0,0.6493918793147642
101,0.9478842905418139,3,0.9516530612244899,2,139,0.2600826452892985,0.8601,0,0.6352662737270354
102,0.8126714924335536,8,0.7416122448979592,0,91,0.47354630696364564,0.2124,1,0.37860095133092303
103,0.6132834253772168,13,0.5776122448979591,1,196,0.4758924571172555,0.4269,0,0.49562169584454696
104,0.12687764145207991,1,0.2481428571428572,1,79,0.5797251024065541,0.9879,1,0.35315255264814144
105,0.1910000449256029,8,0.7844081632653062,3,205,0.7278025793650794,0.3491,0,0.12229741304234855
106,0.7085156530549461,14,0.15283673469387757,1,74,0.2087173579109063,0.5126,0,0.3572007560165416
107,0.5311219350210955,4,0.07712244897959183,2,90,0.665226574500768,0.6589,0,0.5615145960405911
108,0.13502817096614067,9,0.44359183673469393,1,200,0.5729606694828469,0.7153,0,0.516289717143804
109,0.928999456571063,8,0.9566530612244899,1,34,0.4546810995903738,0.1123,1,0.6089523267077855
110,0.062841471014996,4,0.19848979591836738,4,179,0.20934339797747056,0.4688,0,0.592093025999191
111,0.46259290277988985,1,0.2472857142857143,3,148,0.9816808275729647,0.6642,0,0.525139200790248
112,0.11370609791188412,14,0.9295714285714286,1,79,0.5306079589093702,0.3265,0,0.537985703253048
113,0.18498242624989913,9,0.5774285714285714,3,18,0.5188092037890425,0.4432,1,0.11443826208918502
114,0.4147525629453427,14,0.4449183673469388,0,92,0.9140645001280081,0.3784,0,0.43409173607564516
115,0.2897437059682608,10,0.05048979591836735,4,167,0.673703116999488,0.1655,1,0.4578828614772907
116,0.8284898273660843,2,0.5306938775510205,0,115,0.8467541922683052,0.1413,1,0.43740873674753755
117,0.20013260590708362,5,0.9843061224489797,2,107,0.9318996415770608,0.3067,0,0.6069398382493906
118,0.8702241043849902,9,0.5072040816326531,1,78,0.6529757904505888,0.1453,1,0.2573153681170401
119,0.9872581140714326,4,0.1408775510204082,1,157,0.826836917562724,0.3619,0,0.6351041303569672
120,0.1369617809755248,4,0.25718367346938775,3,157,0.9315016161034306,0.314,1,0.7386062357245354
121,0.18289906423084806,2,0.022734693877551025,0,105,0.8974734383000512,0.6425,0,0.4882703573110718
122,0.4846649419389347,2,0.08448979591836736,3,82,0.38620071684587814,0.8117,0,0.23617985743754705
123,0.011919556436557462,10,0.7468367346938776,1,13,0.6571920602918587,0.6706,0,0.16578166096030295
124,0.6336636688458432,6,0.6475714285714286,0,201,0.5441348246287763,0.6938,0,0.7823297684598434
125,0.28099768608018894,13,0.12583673469387757,4,81,0.6006304403481822,0.9129,0,0.37632225336076314
126,0.12081429313584024,6,0.23957142857142857,4,16,0.8300531233998976,0.76,0,0.2812293539598905
127,0.9426272914695729,11,0.6579591836734694,3,139,0.07318068356374807,0.6274,0,0.3921302946408145
128,0.5519395749635947,13,0.5468571428571428,0,65,0.0033762160778289807,0.3657,0,0.4697438783647707
129,0.8254056394998767,5,0.28975510204081634,0,159,0.03567228302611367,0.0462,1,0.4243208783085324
130,0.7532553222517517,7,0.1563265306122449,1,69,0.1923063076036866,0.2151,0,0.19317655007616347
131,0.5797099293522281,8,0.13789795918367348,0,6,0.35960101446492576,0.1632,1,0.5833152609038936
132,0.06675793833895674,6,0.3409591836734694,0,32,0.924691180235535,0.8534,1,0.34211502376506137
133,0.11380408999874671,14,0.23463265306122452,2,116,0.9001856118791604,0.3606,1,0.39976504504926663
134,0.33431543180388956,3,0.20671428571428574,4,109,0.049807187660010244,0.6095,0,0.3213001222934669
135,0.901785898245218,6,0.011714285714285719,1,62,0.0300979262672811,0.0042,0,0.3423796264443063
136,0.7338136922182124,3,0.03508163265306123,1,40,0.15360383064516128,0.8577,0,0.328762921766627
137,0.21062348796953664,4,0.7077142857142857,0,124,0.05868775601638505,0.5639,0,0.2865958599742214
138,0.8297768906115842,3,0.40761224489795916,4,234,0.9835689484126984,0.4945,1,0.5912992079472361
139,0.036312952754849026,1,0.7563673469387756,0,153,0.8316612263184844,0.8891,0,0.6005421939466129
140,0.5488950864556544,14,0.03959183673469388,4,121,0.7749675979262673,0.7617,0,0.5836828499581742
141,0.3476550192099668,3,0.23806122448979597,2,84,0.37912426395289295,0.7788,1,0.4192237816636646
142,0.0037278199936621736,8,0.5539795918367347,0,64,0.0642361111111111,0.1535,0,0.33800737482915894
143,0.9641689673031061,10,0.5406938775510204,4,223,0.36031706029185867,0.9509,0,0.3113995092773489
144,0.5553489960534819,2,0.11742857142857147,3,38,0.209379400281618,0.499,0,0.4026348822119376
145,0.12171974001845065,12,0.2973877551020408,1,207,0.04848710317460317,0.5794,0,0.4682656493719075
146,0.498269560250711,4,0.40102040816326534,3,103,0.30468749999999994,0.6551,0,0.45446593105878713
147,0.012601882875234567,2,0.9032244897959184,1,139,0.4331077188940092,0.2389,0,0.6683966970775455
148,0.03435964382338791,10,0.4627551020408163,4,8,0.5135328661034306,0.1571,0,0.43683569024032676
149,0.6691115776092806,4,0.9692244897959185,3,89,0.4581513216845878,0.1995,0,0.4756625678921707
150,0.155095945308556,14,0.00057142857142857,0,105,0.37901625704045055,0.8742,0,0.5893083270608458
151,0.3431430615119948,13,0.0,4,91,0.5460409466205838,0.4426,0,0.5654785242382026
152,0.41645491162973103,6,0.8029795918367347,3,34,0.8846246159754224,0.4467,0,0.2281542441966555
153,0.8684183363596976,4,0.6884693877551021,1,73,0.9699780785970302,0.6382,0,0.19487782609632157
154,0.9350076278045463,8,0.5656938775510204,1,63,0.9157506080389145,0.978,1,0.6326834678588229
155,0.5792800707311908,3,0.8815510204081632,3,20,0.7096054147465438,0.6328,1,0.3998081901963892
156,0.9185621435160948,2,0.6356734693877552,3,98,0.7758136520737328,0.6698,0,0.5503447789493214
157,0.5473430928091598,5,0.6966122448979591,0,126,0.6556559619815668,0.3398,0,0.563606711272586
158,0.48975379664059004,4,0.9893673469387756,4,116,0.5658322132616488,0.2061,0,0.4473082732214071
159,0.35401294681502105,8,0.2968775510204082,1,200,0.5816832277265745,0.8291,0,0.5209398981480856
160,0.29771674417421967,7,0.30353061224489797,2,4,0.9628136200716846,0.7642,0,0.10006810449503431
161,0.6129490462254303,9,0.8145102040816328,4,15,0.33480542754736303,0.9841,0,0.20328787325418404
162,0.9653391435773022,11,0.8468367346938775,0,139,0.49812387992831536,0.3667,0,0.23376681184007286
163,0.4923382751161508,13,0.12338775510204081,3,150,0.9915394585253456,0.7741,0,0.532028894357938
164,0.32518870009526846,11,0.6236122448979592,3,2,0.042424715181771634,0.1951,0,0.4053584376789974
165,0.365763554843357,1,0.9242040816326531,4,116,0.11161914362519199,0.1696,0,0.0970819110674592
166,0.09731006193803424,9,0.19604081632653064,2,229,0.44604054659498205,0.9827,1,0.5366532998481568
167,0.07487399473938276,1,0.37448979591836734,0,52,0.06041986687147977,0.9414,0,0.4278363975572731
168,0.2944603917492472,6,0.6449591836734694,4,10,0.14896953405017918,0.4979,1,0.1271051000970293
169,0.13422574140561658,12,0.2430816326530613,0,91,0.4088941692268305,0.5708,1,0.4889883889918177
170,0.032832374334194024,6,0.0006326530612244911,2,221,0.3781722030209933,0.4682,0,0.48520324385398256
171,0.4702805076251412,12,0.10953061224489799,3,57,0.7173179083461342,0.7188,1,0.5626551692591998
172,0.43165303203094985,5,0.643,4,157,0.7928307411674347,0.0323,0,0.3872895230474373
173,0.6190665665773817,3,0.23,3,9,0.46607582885304655,0.215,0,0.3284768982970651
174,0.7076375434519527,2,0.8235714285714286,0,82,0.6971006144393241,0.4571,1,0.47809799226642397
175,0.30669734204253507,12,0.4997346938775511,0,23,0.16017025089605733,0.091,0,0.28337267022519064
176,0.7475246445073225,14,0.9907755102040818,0,219,0.17325308819764465,0.0956,0,0.4858457381122995
177,0.375197428928852,14,0.35851020408163264,1,87,0.8596510176651305,0.2789,0,0.21764936164583099
178,0.26732412154114316,14,0.9954897959183675,3,167,0.023165482590885814,0.881,0,0.4850315963133066
179,0.03672160488324218,6,0.4479387755102041,2,144,0.781260000640041,0.0804,0,0.5824649197461969
180,0.6917059397174793,6,0.7073673469387756,3,71,0.7880784370199693,0.5208,1,0.5272524268445148
181,0.7552788839716404,5,0.17167346938775513,0,130,0.6086649545570917,0.8839,0,0.6045994302238311
182,0.3067262873974237,14,0.7503469387755103,2,7,0.4133004512288786,0.9745,1,0.34730505373639264
183,0.3852967446626725,12,0.15106122448979592,4,135,0.030101926523297486,0.2806,0,0.42873384039011225
184,0.6888082885827762,3,0.4608775510204082,1,94,0.5824852790578596,0.3388,0,0.2277922410969429
185,0.16972711867183435,6,0.9124489795918368,3,216,0.31510616679467485,0.6657,0,0.32252277943347285
186,0.7647263261922396,8,0.24300000000000002,1,85,0.9812487999231951,0.6042,0,0.6654284018029099
187,0.6262979805690235,5,0.9336734693877552,3,70,0.22386232718894009,0.6813,1,0.4012694737678297
188,0.031396162107253996,13,0.10416326530612247,2,229,0.12291786674347156,0.8769,0,0.35409058735256566
189,0.5987543647936845,5,0.6079591836734693,4,116,0.5659702220942141,0.2179,0,0.12271782531993947
190,0.162391581806357,3,0.8484285714285715,2,93,0.7897125416026626,0.7136,1,0.0347167024154855
191,0.6599708757467374,14,0.4532040816326531,1,46,0.29681099590373783,0.8392,0,0.28769660697213156
192,0.2951234212846652,11,0.4032040816326531,3,88,0.41979486687147977,0.575,0,0.5512597051601769
193,0.9491438154982877,6,0.731857142857143,3,158,0.6826076868919612,0.2225,1,0.34430807799117646
194,0.13814160570135048,12,0.3716938775510204,0,3,0.6923363095238095,0.599,0,0.4186167014085466
195,0.04313631764632455,4,0.07183673469387755,1,127,0.2190380184331797,0.0672,0,0.40403305345894036
196,0.7461858213390182,3,0.8770816326530613,4,187,0.6530077924987199,0.2937,0,0.2800828146945577
197,0.35825535089559246,5,0.9,1,161,0.20049083141321042,0.5693,0,0.3861815307256554
198,0.09220000074373481,10,0.533469387755102,4,55,0.869139624935996,0.1238,0,0.30480109870369837
199,0.8014655193987649,7,0.3064081632653061,2,59,0.9584913434459804,0.4924,0,0.2996363022966849
200,0.1280271137571543,9,0.06267346938775512,3,19,0.9639816948284691,0.1186,1,0.6533113586762851
201,0.36367617263612684,13,0.04812244897959184,4,195,0.8300431227598566,0.4873,1,0.6374035283502129
202,0.17937456525433773,9,0.9839591836734694,4,225,0.3235367063492063,0.6782,0,0.3957321372767056
203,0.26050769147427644,12,0.49120408163265306,1,62,0.02051731310803891,0.8028,0,0.6623720164191588
204,0.7849916927836517,2,0.22414285714285717,2,59,0.80026121671787,0.6962,1,0.41652687764392504
205,0.3233944901109904,1,0.7213265306122449,3,117,0.8410938300051203,0.159,1,0.2902760292156278
206,0.8655405851564804,9,0.8318367346938776,3,18,0.3176483294930876,0.8838,1,0.6089011381524583
207,0.7853952191721167,3,0.6726122448979592,3,203,0.19709261392729133,0.5559,1,0.4005402002840295
208,0.38618952795251915,7,0.3800816326530613,0,212,0.5848354294674859,0.448,0,0.20278200448493983
209,0.3034758647500152,4,0.045632653061224486,1,62,0.018513184843830004,0.8142,0,0.46359553236041046
210,0.6980933152009446,5,0.1066122448979592,2,208,0.8085297459037378,0.0076,1,0.5587907158352634
211,0.8863818437045311,11,0.44926530612244897,3,198,0.23356694828469018,0.8231,0,0.4895078656489108
212,0.20100840390187405,13,0.777795918367347,2,194,0.14242911546338966,0.4645,0,0.2761997038794438
213,0.13931278702259134,2,0.05146938775510205,3,173,0.01852718573988735,0.4504,0,0.5909608530145871
214,0.6075974722262788,7,0.6231020408163266,1,198,0.5855654761904762,0.5051,0,0.5399422335199906
215,0.7405561508225859,9,0.2793061224489796,4,219,0.2741575460829493,0.0756,0,0.3627944982630177
216,0.5562628853312681,12,0.6275714285714286,1,234,0.12746415770609318,0.3251,0,0.400840819442274
217,0.7834474379994016,2,0.8322653061224491,3,164,0.20834533410138248,0.8759,0,0.1610570990996875
218,0.9422756255086167,12,0.5861428571428572,1,168,0.27929187467997946,0.0451,1,0.5076828776531246
219,0.879407520746935,13,0.09538775510204084,0,28,0.606184795826933,0.7462,0,0.6258387842160202
220,0.5181636624637945,14,0.7978775510204081,0,170,0.8424379160266258,0.9524,0,0.3398646779461532
221,0.4683568475815001,5,0.1948571428571429,2,204,0.5918818804403482,0.9297,0,0.26987024406155946
222,0.458802870374158,4,0.17632653061224493,2,200,0.5241295442908346,0.9967,0,0.5385641606762577
223,0.42602486908508463,12,0.0049999999999999975,2,118,0.8109799027137736,0.6357,1,0.5330978914366451
224,0.29095951137828835,2,0.6767346938775511,3,160,0.6836517537122376,0.5891,0,0.5111109704087823
225,0.16104903996398715,7,0.42771428571428577,4,2,0.5810631880440349,0.0973,0,0.5336768414493805
226,0.40983828491535945,10,0.1149183673469388,3,89,0.8595330101126473,0.7717,0,0.36139881470966906
227,0.26609997424064424,12,0.28867346938775507,0,170,0.7159538210445469,0.0153,0,0.3634491710120817
228,0.5283233815250042,14,0.5972653061224491,3,105,0.42883544546850993,0.0584,1,0.40677905293697225
229,0.874303489834904,5,0.3023469387755102,2,112,0.9781706029185868,0.8669,1,0.3582795373197659
230,0.3400765624737746,11,0.22577551020408165,2,230,0.13568068356374807,0.8361,1,0.37334768230797205
231,0.019989983701152077,14,0.19348979591836737,3,232,0.3039614535330261,0.0365,0,0.2617439313368639
232,0.3646686565928121,13,0.510061224489796,3,71,0.6414510528673836,0.4347,1,0.5222550289855702
233,0.9207483218478233,1,0.8707346938775511,1,4,0.3814924155145929,0.1251,0,0.17427029475318873
234,0.5230536183552948,13,0.7369795918367348,0,6,0.9068860407066053,0.2972,0,0.6388849524732748
235,0.7513617131147483,11,0.15969387755102044,1,45,0.9935355862775217,0.8339,0,0.26179188708905654
236,0.9940354478082589,8,0.6683877551020408,4,88,0.2580525153609831,0.4605,1,0.24077820699669583
237,0.7030525188338278,14,0.0759591836734694,4,7,0.6479614695340502,0.6261,0,0.13798553472749062
238,0.059052946179831256,5,0.9430000000000001,4,117,0.30445748527905786,0.99,0,0.28838581342253145
239,0.8854100637169676,1,0.8510408163265306,4,176,0.4068980414746543,0.3229,1,0.23589469718098185
240,0.24116777220166513,3,0.1803265306122449,3,48,0.537888424859191,0.7777,0,0.36303044951507984
241,0.48861015360837523,11,0.25781632653061226,0,237,0.7969070020481311,0.5833,0,0.7107726682735152
242,0.5188521196894446,13,0.9230816326530613,4,15,0.03312612007168459,0.5912,1,0.7610276630990671
243,0.1791237055119695,9,0.6391224489795919,1,32,0.29069860471070147,0.3756,0,0.5672355873876889
244,0.9313323717713241,14,0.7279183673469388,2,30,0.9765324980798772,0.9513,0,0.30977421004697864
245,0.31194057197026304,4,0.27318367346938777,0,34,0.055541554659498206,0.8934,1,0.4881010707653121
246,0.7283610104863595,1,0.3705102040816327,2,203,0.4812648009472606,0.6012,0,0.4467106233990871
247,0.06523378449560156,6,0.3203061224489796,4,55,0.16447652649769584,0.43,0,0.17870035126505282
248,0.23423475667760799,11,0.2866326530612245,2,201,0.3420078885048643,0.5644,0,0.20241949967637093
249,0.11056301428885434,11,0.8711836734693879,3,85,0.18775601638504863,0.5535,0,0.3597525048241536
250,0.004088631882725482,12,0.22208163265306125,4,92,0.7769577252944189,0.7148,0,0.19372025479050453
251,0.25185936215895366,7,0.10667346938775513,1,25,0.8223006272401433,0.8653,0,0.20364804631312014
252,0.21726765297293418,5,0.18408163265306127,0,29,0.8947312628008193,0.2904,0,0.4090556441564175
253,0.7724127249810373,9,0.022469387755102044,0,230,0.5432727694572453,0.4928,0,0.5301463876677561
254,0.7715716011092906,2,0.08071428571428571,4,185,0.8124219950076804,0.3298,1,0.3580104410365628
255,0.9352101447840622,4,0.6696530612244899,1,195,0.0906718029953917,0.9466,1,0.5090885794213925
256,0.8949644429431276,5,0.869857142857143,4,178,0.0005160330261136713,0.3407,1,0.596168846490188
257,0.640848046635791,12,0.11975510204081635,4,78,0.8104038658474143,0.0026,0,0.6438271658132574
258,0.6827711719944043,4,0.3672244897959184,3,236,0.43751200076804914,0.8988,0,0.24340412244975965
259,0.20808735225682815,2,0.7366938775510204,2,35,0.2679571492575525,0.8882,0,0.29067535621562834
260,0.005861534869654947,11,0.770469387755102,1,239,0.2338069636456733,0.7629,0,0.23555176026821306
261,0.03877793113678962,14,0.5345306122448981,1,46,0.8515124967997951,0.898,0,0.3036999929148862
262,0.6304754586105044,10,0.0040000000000000036,0,2,0.5577776977726575,0.6463,1,0.08335043614826627
263,0.27335963005424335,1,0.3264489795918368,2,119,0.5429347478238608,0.0745,0,0.45553452238181946
264,0.07855568307369117,13,0.3766122448979592,3,164,0.6402729774705581,0.9656,0,0.15220976676769457
265,0.26848284027902924,3,0.5611020408163265,4,44,0.23970134088581668,0.5355,1,0.10709515383147657
266,0.3393837835458321,13,0.1299183673469388,3,25,0.9629656298003073,0.5137,0,0.4606382572392861
267,0.8624047378721728,12,0.07791836734693877,4,103,0.44390240975422424,0.0704,0,0.44956392772003617
268,0.875128331944526,9,0.3362244897959184,0,148,0.30754168266769066,0.1313,0,0.5145261796223954
269,0.34897796263496406,3,0.12187755102040818,0,207,0.8575708845366103,0.9044,0,0.6855334379108667
270,0.8581784145443172,9,0.7846938775510205,1,195,0.6126472094214029,0.4833,0,0.5936642044886036
271,0.8473606911829132,1,0.09667346938775512,4,134,0.5556975646441372,0.7025,1,0.5292289143101679
