,transaction_type_ATM Withdrawal,transaction_type_Online,transaction_type_POS,device_type_Laptop,device_type_Mobile,location_Mumbai,location_New York,location_Sydney,location_Tokyo,merchant_Electronics,merchant_Groceries,merchant_Restaurants,merchant_Travel,auth_method_Biometric,auth_method_OTP,auth_method_PIN,card_type_Amex,card_type_Discover,card_type_Visa,Account_Balance,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Transaction_Amount_boxcox,Fraud_Label
15,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,23487.76,1,17.85,2,3,3378.44,0.2245,0,7.126545813226352,0
16,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,92977.91,12,457.42,3,135,395.36,0.1136,1,5.756182454323435,0
17,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,63076.36,13,309.49,1,47,2074.77,0.3433,0,1.0616562793706696,0
18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,62359.52,4,491.21,4,29,2159.31,0.444,1,10.15632359627051,1
19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,34416.01,9,163.5,3,129,4436.61,0.2924,0,4.385629788931689,0
20,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,55851.38,13,179.73,3,204,633.99,0.1305,1,4.637603310120073,0
21,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,73616.91,4,482.2,4,173,4723.22,0.8633,1,10.611677931440989,1
22,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,88292.27,12,283.43,0,80,625.67,0.7883,1,6.720061730678421,0
23,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,71983.33,2,36.46,2,165,3402.37,0.0233,0,4.156614830057569,0
24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,29954.64,3,233.6,4,120,3956.54,0.408,1,7.420944207056303,1
25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,58078.66,4,495.1,0,85,3935.53,0.1379,0,10.344507558389124,0
26,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,51803.62,1,382.67,2,86,4963.49,0.5355,0,1.4984138086174374,0
27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,85000.68,14,226.9,1,65,4045.87,0.2553,1,10.469522305873154,0
28,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,38155.13,9,298.73,4,232,1819.59,0.4784,0,2.887449015169129,1
29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,72060.59,9,434.91,2,92,4779.55,0.4097,0,7.458544213456548,0
30,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,39996.92,13,42.42,2,152,2772.48,0.9658,0,3.1917648786328416,1
31,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,32472.3,14,268.08,0,225,1947.0,0.8843,0,10.494954699309762,1
32,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1525.05,8,277.53,3,103,1031.7,0.6745,0,6.770044296413065,0
33,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,39236.78,11,66.4,1,38,1548.07,0.5475,1,0.2868905654586703,0
34,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,75526.24,14,69.19,1,45,3878.08,0.6558,0,7.087697245394449,0
35,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,40660.04,5,191.11,2,20,3055.68,0.1327,0,9.531740226745594,0
36,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,43073.71,7,139.86,0,228,3424.04,0.7918,1,9.06815869835044,0
37,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,61396.94,9,198.16,2,195,840.45,0.5575,0,3.9375140365922334,0
38,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,60394.4,10,292.42,4,95,4530.61,0.8746,0,7.711003381882388,1
39,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,34717.05,8,266.86,2,87,2351.65,0.4547,0,1.6832863238677809,0
40,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,60125.25,10,389.23,0,206,3951.42,0.3199,1,3.14436687233281,0
41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,26301.84,2,181.3,2,162,1199.1,0.8063,1,4.873282022745614,0
42,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,38278.34,2,424.38,1,158,4183.86,0.703,0,9.319479093620886,0
43,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8549.08,13,329.74,4,17,4940.9,0.5676,0,5.907981721831184,1
44,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,42891.23,5,434.42,4,106,1296.27,0.7972,1,3.4874998598311056,1
45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19305.37,13,368.53,3,44,665.43,0.7823,0,9.108149897342953,0
46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,12122.23,6,363.3,0,159,142.32,0.8096,0,3.704011966579064,0
47,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,34981.69,4,128.02,3,121,4510.4,0.3406,0,11.660367107526756,0
48,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,24626.76,13,23.77,2,25,2506.35,0.6866,0,4.785190589286182,0
49,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,99005.13,3,362.81,3,211,3089.62,0.5454,1,7.363604246152716,0
50,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,85873.02,3,282.11,3,163,817.02,0.3183,1,4.6924339694616926,0
51,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,69161.25,14,296.52,4,185,4627.43,0.9537,0,8.100030295798494,1
52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,85678.68,5,403.13,3,64,229.77,0.1398,0,8.689317203502672,0
53,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44775.66,11,449.66,2,179,3352.98,0.1848,1,10.775770914981267,0
54,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,75650.51,3,391.4,0,62,1855.93,0.0077,0,1.6594763995119657,0
55,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,841.65,9,184.97,3,51,4722.91,0.6362,0,12.126528031356411,0
56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,96821.71,5,286.61,1,202,1607.61,0.9372,0,4.346460194326252,1
57,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,80339.18,4,376.23,0,209,2141.19,0.7429,0,5.81670805454035,0
58,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,84572.25,5,278.72,1,143,3623.95,0.9892,1,7.324218953429793,1
59,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,91272.39,5,423.67,3,132,3869.54,0.4975,0,5.252857178325901,0
60,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,50228.86,11,261.18,2,11,736.9,0.8829,0,11.050882117503518,1
61,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,89578.63,10,380.6,2,223,2541.13,0.319,0,4.852358434793232,0
62,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,38531.58,5,397.31,2,8,7.01,0.7501,1,11.144685373335234,0
63,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,66429.56,13,130.04,0,108,1700.82,0.4144,1,12.099979958288126,0
64,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88648.99,3,54.98,2,55,2254.22,0.4566,0,5.261607412249665,0
65,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,72517.85,4,459.11,1,93,1379.33,0.6091,0,9.002110901120275,0
66,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,77140.55,3,464.6,0,105,3061.09,0.1976,0,5.127507523987712,0
67,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,44749.59,10,342.54,3,182,3093.97,0.673,0,5.583459458178501,0
68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,83198.66,10,37.39,1,151,1498.03,0.3344,0,8.185612976473209,0
69,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,82964.35,11,338.59,2,103,4265.72,0.0055,0,5.402345530983925,0
70,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,67585.77,13,302.64,3,41,4856.51,0.0958,0,10.402363445464552,0
71,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11918.09,11,376.21,3,231,13.98,0.3889,0,6.158751588099545,0
72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48704.75,7,115.09,3,168,3408.27,0.3222,0,4.926964741309133,0
73,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,71321.68,7,316.12,0,68,2684.63,0.6492,0,13.096527516321869,0
74,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,47665.1,4,109.07,2,20,3572.45,0.2708,0,7.068729695065624,0
75,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,52165.88,10,319.69,0,103,4184.27,0.7169,0,4.134761602593154,0
76,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90037.97,10,24.57,2,140,4614.29,0.2718,1,12.769551276022687,0
77,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31890.74,6,418.15,3,94,1352.51,0.2693,0,8.5109269002126,0
78,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,21248.8,1,377.0,1,15,1571.39,0.8499,0,7.348742518268246,0
79,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,96219.67,2,159.98,0,77,1837.58,0.1647,1,4.57422539061639,0
80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67088.03,14,324.54,0,38,3717.63,0.1274,0,7.104107263951794,0
81,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,55658.79,14,60.8,1,42,2015.46,0.9441,0,12.002819121411548,1
82,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,50940.03,10,282.28,4,71,146.07,0.7388,0,10.063295726973903,1
83,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,85516.43,12,373.92,4,201,4787.71,0.3925,0,9.052296759672442,1
84,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,76016.81,5,359.54,1,128,620.67,0.6901,0,5.966803166566939,0
85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51260.5,1,230.41,2,235,1729.86,0.4653,1,3.639331895067083,0
86,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,76141.76,10,204.59,4,67,2958.68,0.7693,0,1.673120167292894,1
87,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6814.33,5,449.24,2,122,8.34,0.737,1,5.372346847996141,0
88,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,35240.55,10,232.91,0,194,3686.61,0.4556,0,7.59232067971887,0
89,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,29122.14,3,58.34,2,167,307.19,0.4958,0,3.0908922882838854,0
90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40716.69,1,57.26,1,70,1674.43,0.3064,1,4.891566524715812,0
91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64769.27,5,495.11,1,12,417.64,0.1824,0,6.366929297536013,0
92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11082.48,11,68.46,3,31,2672.02,0.491,1,5.375850720563453,0
93,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48076.05,1,130.51,1,74,1388.4,0.3993,1,6.960807741038369,0
94,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20800.69,10,440.03,0,151,743.79,0.1682,0,8.298696175657415,0
95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,35239.44,12,260.55,1,93,2716.25,0.69,0,5.445072652794594,0
96,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,73618.23,9,386.62,3,207,4996.91,0.4651,1,10.078105312667889,0
97,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,42365.28,4,355.47,1,103,3099.26,0.389,0,8.598118841380641,0
98,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1651.62,2,470.64,0,23,205.3,0.4306,1,4.681733878090705,0
99,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,83856.0,7,233.36,2,167,1550.67,0.6015,0,5.682448975351356,0
100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,62888.38,2,105.64,0,104,1603.64,0.8951,0,11.79053782573746,1
101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,94812.91,3,476.31,2,139,1300.58,0.8601,0,11.534069440008173,1
102,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,81359.53,8,373.39,0,91,2367.83,0.2124,1,6.87398315211107,0
103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61520.85,13,293.03,1,196,2379.56,0.4269,0,8.99864402104546,0
104,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,13124.53,1,131.59,1,79,2898.69,0.9879,1,6.4119350162606565,1
105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19504.57,8,394.36,3,205,3639.03,0.3491,0,2.2204655161182347,0
106,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,70996.25,14,84.89,1,74,1043.77,0.5126,0,6.4854353116320205,0
107,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,53345.96,4,47.79,2,90,3326.17,0.6589,0,10.195013666179914,0
108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13935.49,9,227.36,1,200,2864.87,0.7153,0,9.37389830843996,0
109,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,92933.91,8,478.76,1,34,2273.51,0.1123,1,11.056306170159008,0
110,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,6753.07,4,107.26,4,179,1046.9,0.4688,0,10.750204062861457,1
111,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,46527.47,1,131.17,3,148,4908.34,0.6642,0,9.534571970977506,0
112,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11813.99,14,465.49,1,79,2653.12,0.3265,0,9.76781660806151,0
113,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18905.83,9,292.94,3,18,2594.13,0.4432,1,2.077772606731635,0
114,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,41767.46,14,228.01,0,92,4570.28,0.3784,0,7.88148912401032,0
115,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29329.35,10,34.74,4,167,3368.55,0.1655,1,8.313447349698263,1
116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,82933.42,2,270.04,0,115,4233.75,0.1413,1,7.941713501825472,0
117,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,20413.24,5,492.31,2,107,4659.45,0.3067,0,11.019766875399725,0
118,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,87085.89,9,258.53,1,78,3264.92,0.1453,1,4.671888697051255,0
119,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,98730.52,4,79.03,1,157,4134.17,0.3619,0,11.531125520321345,0
120,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14127.88,4,136.02,3,157,4657.46,0.314,1,13.410338253420935,0
121,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18698.54,2,21.14,0,105,4487.33,0.6425,0,8.86517109381976,0
122,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,48723.59,2,51.4,3,82,1931.13,0.8117,0,4.288146543706507,0
123,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1686.45,10,375.95,1,13,3286.0,0.6706,0,3.0099774983767573,0
124,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,63548.64,6,327.31,0,201,2720.75,0.6938,0,14.204194756730612,0
125,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,28459.14,13,71.66,4,81,3003.21,0.9129,0,6.832610484132913,1
126,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12521.24,6,127.39,4,16,4150.25,0.76,0,5.106077610749714,1
127,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,94289.85,11,332.4,3,139,366.13,0.6274,0,7.119625635692766,0
128,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,55417.27,13,277.96,0,65,17.13,0.3657,0,8.528799239240078,0
129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,82626.55,5,151.98,0,159,178.6,0.0462,1,7.704086739159733,0
130,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,75447.75,7,86.6,1,69,961.72,0.2151,0,3.507366650660684,0
131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,58180.36,8,77.57,0,6,1798.14,0.1632,1,10.590832542092288,0
132,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7142.75,6,177.07,0,32,4623.41,0.8534,1,6.211534601743699,1
133,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,11823.74,14,124.97,2,116,4500.89,0.3606,1,7.258244266981944,0
134,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,33764.14,3,111.29,4,109,249.27,0.6095,0,5.833613517484379,1
135,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,90226.22,6,15.74,1,62,150.73,0.0042,0,6.216338800868765,0
136,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,73513.35,3,27.19,1,40,768.22,0.8577,0,5.969110160231183,1
137,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,21457.06,4,356.78,0,124,293.67,0.5639,0,5.203513372066566,0
138,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,83061.48,3,209.73,4,234,4917.78,0.4945,1,10.73579128366532,1
139,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4113.54,1,380.62,0,153,4158.29,0.8891,0,10.90360948330682,1
140,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,55114.35,14,29.4,4,121,3874.84,0.7617,0,10.597506590208498,1
141,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,35091.4,3,126.65,2,84,1895.75,0.7788,1,7.611542448559475,0
142,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,871.39,8,281.45,0,64,321.41,0.1535,0,6.136954996275406,0
143,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,96433.2,10,274.94,4,223,1801.72,0.9509,0,5.653855260593787,1
144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55756.5,2,67.54,3,38,1047.08,0.499,0,7.310349820959434,0
145,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12611.33,12,155.72,1,207,242.67,0.5794,0,8.501960106490456,0
146,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,50077.22,4,206.5,3,103,1523.59,0.6551,0,8.251408619879545,0
147,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1754.34,2,452.58,1,139,2165.65,0.2389,0,12.135594531620145,0
148,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3919.19,10,236.75,4,8,2567.75,0.1571,0,7.9313091116038,1
149,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,67075.63,4,484.92,3,89,2290.86,0.1995,0,8.636260596510578,0
150,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15932.19,14,10.28,0,105,1895.21,0.8742,0,10.699644301934825,1
151,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34642.47,13,10.0,4,91,2730.28,0.4426,0,10.266983838338152,1
152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,41936.84,6,403.46,3,34,4423.09,0.4467,0,4.142431299174468,0
153,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,86906.22,4,347.35,1,73,4849.83,0.6382,0,3.5382554866727087,0
154,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,93531.71,8,287.19,1,63,4578.71,0.978,1,11.48717530527118,1
155,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,58137.59,3,441.96,3,20,3548.05,0.6328,1,7.259027622156761,0
156,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,91895.42,2,321.48,3,98,3879.07,0.6698,0,9.992211390518335,0
157,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,54959.93,5,351.34,0,126,3278.32,0.3398,0,10.232998686572634,0
158,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,49229.92,4,494.79,4,116,2829.23,0.2061,0,8.121452212718484,1
159,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35724.0,8,155.47,1,200,2908.48,0.8291,0,9.458328275573768,0
160,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,30122.65,7,158.73,2,4,4814.01,0.7642,0,1.8168640674157044,0
161,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,61487.58,9,409.11,4,15,1674.17,0.9841,0,3.6909506192876185,1
162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,96549.63,11,424.95,0,139,2490.71,0.3667,0,4.244334623202866,0
163,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49487.07,13,70.46,3,150,4957.63,0.7741,0,9.65966314505148,0
164,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,32856.05,11,315.57,3,2,212.36,0.1951,0,7.359799444180387,0
165,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,36893.16,1,462.86,4,116,558.31,0.1696,0,1.7626459170440902,1
166,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10182.62,9,106.06,2,229,2230.31,0.9827,1,9.7436251248525,1
167,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7950.28,1,193.5,0,52,302.33,0.9414,0,7.767915474934998,1
168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29798.65,6,326.03,4,10,745.05,0.4979,1,2.307755206485684,1
169,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,13855.65,12,129.11,0,91,2044.59,0.5708,1,8.878207874786046,0
170,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3767.23,6,10.31,2,221,1890.99,0.4682,0,8.809483737104122,0
171,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,47292.37,12,63.67,3,57,3586.61,0.7188,1,10.215722227690136,0
172,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,43449.02,5,325.07,4,157,3964.15,0.0323,0,7.031735253328122,1
173,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,62096.26,3,122.7,3,9,2330.48,0.215,0,5.963917039337098,0
174,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70908.88,2,413.55,0,82,3485.53,0.4571,1,8.680478832249307,0
