Transaction_Type_Bank Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_Password,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Timestamp_month,Timestamp_day,Timestamp_hour,Transaction_Amount_boxcox
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5317494537046472,0,0,0.3076923076923077,0.6056530612244898,0.5,0.5882352941176471,0.1478894649257552,0.8096809680968096,0,1.0,0.3666666666666667,0.3913043478260869,0.4034778006905376
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.5749099524751685,0,0,0.2307692307692307,0.9793469387755104,0.0,0.7941176470588235,0.2860803091397849,0.1698169816981698,1,1.0,0.3,0.3043478260869565,0.1908045771460681
0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.3628426293495331,0,0,0.0769230769230769,0.2712448979591836,1.0,0.9705882352941176,0.4657398073476702,0.0379037903790379,0,0.3636363636363636,0.0666666666666666,0.3478260869565217,0.2238046314425006
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3959415647394416,0,1,0.4615384615384616,0.9595714285714286,0.0,0.9957983193277312,0.8679755504352279,0.6508650865086508,0,0.6363636363636364,0.9,0.6521739130434783,0.4875534812219878
0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.8839443740573878,0,0,0.6923076923076923,0.2459183673469388,0.75,0.6176470588235294,0.3737379192268305,0.2337233723372337,0,0.7272727272727273,0.9333333333333332,0.3913043478260869,0.2852300756342266
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0279618193268451,0,0,0.3076923076923077,0.4338979591836735,1.0,0.9789915966386554,0.374189948156682,0.7416741674167416,1,0.0,0.9,0.217391304347826,0.3301780511399966
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0703719471833753,0,1,0.6153846153846154,0.9207142857142856,0.75,0.1134453781512605,0.5179011456733231,0.8008800880088007,1,0.0,0.4,0.5652173913043478,0.5029535040669258
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.953997921152962,0,0,0.6923076923076923,0.1770816326530612,0.75,0.819327731092437,0.1855698764720942,0.4682468246824682,0,0.6363636363636364,0.6333333333333333,0.8260869565217391,0.6821320217303384
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.7173021301247287,0,0,0.3846153846153846,0.6888979591836735,0.25,0.4663865546218487,0.9825288818484382,0.2813281328132813,1,0.5454545454545454,0.4,0.4782608695652174,0.3893173900212249
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.8101649027020387,0,0,0.1538461538461538,0.4421428571428571,0.25,0.315126050420168,0.076036866359447,0.393039303930393,0,0.1818181818181818,0.3666666666666667,0.1304347826086956,0.429202204802996
1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.7324598034964911,0,0,0.6153846153846154,0.5338775510204082,0.25,0.2058823529411764,0.0384164586533538,0.7656765676567656,0,0.0,0.0666666666666666,1.0,0.311526924245511
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6546952052846373,0,0,0.8461538461538463,0.2515714285714286,0.0,0.9453781512605042,0.0113127240143369,0.9937993799379936,0,1.0,0.9666666666666668,0.4782608695652174,0.3678094710742428
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.206884477251982,0,1,0.6923076923076923,0.9866122448979592,0.0,0.5672268907563025,0.5458589349718382,0.5115511551155115,0,0.6363636363636364,0.7,0.0434782608695652,0.5915832449003295
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5942536623547977,0,0,0.6153846153846154,0.8472244897959184,0.25,0.861344537815126,0.7230802771377368,0.0091009100910091,1,0.6363636363636364,0.6666666666666666,0.9130434782608696,0.1954669499175534
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3407786490227991,0,0,0.7692307692307694,0.5413061224489797,0.5,0.9201680672268908,0.7561103910650282,0.2992299229922992,0,0.7272727272727273,0.5333333333333333,0.1739130434782608,0.5049635734125121
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.7070627732607443,0,1,0.3076923076923077,0.996061224489796,0.0,0.5042016806722689,0.3817304307475678,0.5757575757575757,0,0.7272727272727273,0.8333333333333334,0.7826086956521738,0.4693981215815765
0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.7835392983901296,0,0,0.4615384615384616,0.4398979591836735,1.0,0.7394957983193278,0.0514292914746543,0.4068406840684068,0,0.5454545454545454,0.8666666666666667,0.0869565217391304,0.5005123188134102
0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.7574799396889125,0,1,0.4615384615384616,0.5089183673469388,0.75,0.2394957983193277,0.1364127304147465,0.1755175517551755,0,0.2727272727272727,0.1333333333333333,0.5652173913043478,0.4123450877319078
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.6997871101433141,1,0,0.5384615384615385,0.0208367346938775,1.0,0.1722689075630251,0.457323268689196,0.6123612361236124,1,0.4545454545454545,0.6666666666666666,0.2608695652173913,0.6568423177805409
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.8976294470230696,0,0,0.1538461538461538,0.4725102040816327,0.0,0.1260504201680672,0.5008300531233999,0.8652865286528652,1,0.7272727272727273,0.5,0.7391304347826086,0.4000655368260396
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.4176988035674477,0,0,0.0,0.9252040816326532,1.0,0.0924369747899159,0.8807743695596518,0.2125212521252125,0,0.3636363636363636,0.6333333333333333,0.8695652173913043,0.1853111293003414
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0398885559490664,0,0,1.0000000000000002,0.7768775510204082,0.0,0.7310924369747899,0.2590365783410138,0.6483648364836483,1,0.8181818181818182,0.7666666666666667,0.2608695652173913,0.3344338920167032
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5795353971850135,0,0,0.3076923076923077,0.3487142857142857,0.75,0.5756302521008403,0.2942268305171531,0.8734873487348734,0,0.0909090909090909,0.9,0.9130434782608696,0.1210417578389832
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.756047139293807,0,0,0.9230769230769232,0.95665306122449,1.0,0.7773109243697479,0.4406502016129032,0.0958095809580958,0,0.4545454545454545,0.2,0.1739130434782608,0.0473515837973927
0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.8827012267448835,0,0,0.9230769230769232,0.9882244897959184,0.75,0.3739495798319328,0.3678655433947772,0.2919291929192919,0,0.0909090909090909,0.7666666666666667,0.8260869565217391,0.4291092301005823
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.3383129579388257,0,1,0.9230769230769232,0.8259591836734695,0.0,0.9369747899159664,0.8736279121863798,0.88008800880088,0,1.0,0.3,0.8695652173913043,0.3836390116609302
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5183478050595461,0,0,0.0,0.5886938775510204,1.0,0.2478991596638655,0.7835821492575524,0.4869486948694869,0,0.8181818181818182,0.7666666666666667,0.0434782608695652,0.4879629804071259
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7133673563124123,0,0,0.6153846153846154,0.8662653061224491,0.5,0.9789915966386554,0.9901833717357912,0.0687068706870687,0,0.3636363636363636,0.4333333333333333,0.6086956521739131,0.0797186793763288
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8566729241128365,0,0,0.8461538461538463,0.9769591836734696,1.0,0.3361344537815126,0.8931971646185355,0.2201220122012201,0,1.0,0.0333333333333333,0.4782608695652174,0.6440582674852259
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0174840644173228,0,0,0.0769230769230769,0.1927755102040816,0.0,0.4369747899159664,0.9683219726062468,0.9664966496649664,0,0.9090909090909092,0.6,0.217391304347826,0.2888949753660176
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1825718968102301,0,0,0.6923076923076923,0.9175102040816326,0.5,0.4621848739495798,0.5538234447004609,0.2424242424242424,0,0.5454545454545454,0.8333333333333334,0.8695652173913043,0.7191500895945375
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.6181717603645358,0,0,0.7692307692307694,0.9796122448979592,0.25,0.1386554621848739,0.3513204845110086,0.4148414841484148,0,0.3636363636363636,0.3666666666666667,0.6521739130434783,0.5633307209671103
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.4526937672579782,0,0,0.2307692307692307,0.7719387755102042,1.0,0.3193277310924369,0.6407230062724014,0.4493449344934493,0,0.8181818181818182,0.6333333333333333,0.2608695652173913,0.4852519205644918
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.4290201981035495,0,0,0.3846153846153846,0.0754489795918367,0.25,0.7605042016806722,0.1270421306963645,0.7894789478947893,0,0.8181818181818182,0.5666666666666667,0.4782608695652174,0.4069148248105189
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8113526717164437,0,0,0.1538461538461538,0.1575306122448979,0.0,0.2100840336134453,0.0333621351766513,0.6614661466146614,0,0.1818181818181818,0.9333333333333332,0.1739130434782608,0.2188813363229464
0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.030192127517627,0,0,0.3846153846153846,0.0613877551020408,0.25,0.2773109243697479,0.4912874423963134,0.7733773377337733,1,0.2727272727272727,0.8333333333333334,0.7391304347826086,0.3065061795672167
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.4141466525879152,0,0,0.6923076923076923,0.1662244897959184,0.5,0.5252100840336135,0.8548687115975422,0.4958495849584958,0,1.0,0.6,0.7391304347826086,0.2939286146992899
1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.7042213941943843,0,0,0.0769230769230769,0.9415102040816328,0.75,0.5672268907563025,0.4001696108550947,0.4061406140614061,0,0.4545454545454545,0.5333333333333333,0.5652173913043478,0.591345936779165
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.6146607159619953,0,0,0.6153846153846154,0.0873265306122449,0.75,0.2142857142857142,0.7654189868151562,0.3111311131113111,0,1.0,0.7,0.8260869565217391,0.2373428944876197
1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.413704932769138,0,0,0.6153846153846154,0.666734693877551,0.25,0.4831932773109244,0.3339273713517665,0.709070907090709,0,0.6363636363636364,0.9666666666666668,0.8695652173913043,0.4022902662917104
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.1898447457854702,0,0,0.0769230769230769,0.8855102040816326,0.75,0.861344537815126,0.5159770225294419,0.4602460246024602,1,0.1818181818181818,0.4,0.2608695652173913,0.4485473111710967
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.2045779862119093,0,1,0.3076923076923077,0.5611428571428572,0.25,0.7605042016806722,0.4400281618023553,0.4276427642764276,0,0.8181818181818182,0.1666666666666666,0.2608695652173913,0.1447107260018191
1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.264235489026554,0,0,0.9230769230769232,0.5027755102040817,0.25,0.4411764705882353,0.9579533090117768,0.8299829982998298,1,0.4545454545454545,0.6333333333333333,0.1739130434782608,0.5307588803481865
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.110723228512567,0,0,0.9230769230769232,0.8137346938775512,0.0,0.5630252100840336,0.7688072036610343,0.9934993499349934,1,0.3636363636363636,0.1,0.9130434782608696,0.2906965432278
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.8608473020316296,0,0,0.0769230769230769,0.6203877551020409,0.5,0.5,0.5107306867639528,0.3258325832583258,0,0.8181818181818182,0.1,0.3478260869565217,0.5371870884211529
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9965403136924298,0,0,0.7692307692307694,0.6048979591836735,0.0,0.6218487394957983,0.7777737775217614,0.093009300930093,0,0.9090909090909092,0.2666666666666666,0.9565217391304348,0.3367205424712984
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.3009943168398469,0,0,1.0000000000000002,0.2361632653061225,1.0,0.7184873949579832,0.8499083941372249,0.9111911191119112,0,1.0,1.0,0.7826086956521738,0.2257755811316822
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.5506237043639103,0,0,0.1538461538461538,0.4972244897959184,1.0,0.2058823529411764,0.1625884056579621,0.1113111311131113,0,1.0,0.1,0.3478260869565217,0.2336284396355913
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7731119970298738,0,0,0.6923076923076923,0.3834489795918367,0.25,0.0672268907563025,0.7390873015873015,0.4751475147514751,0,0.5454545454545454,0.1666666666666666,0.9565217391304348,0.3916682516804146
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0416817675546692,0,0,1.0000000000000002,0.2105918367346939,0.5,0.8529411764705882,0.9117003488223246,0.2568256825682568,0,0.2727272727272727,0.8,0.2608695652173913,0.4594527483615928
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4996750670821143,0,0,0.3846153846153846,0.5561224489795918,0.5,0.0,0.9282774097542242,0.278027802780278,0,0.3636363636363636,0.5,0.6521739130434783,0.3871214839962986
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7292921849462286,0,0,0.1538461538461538,0.0701428571428571,1.0,0.1176470588235294,0.7805939580133128,0.2434243424342434,0,0.1818181818181818,0.8666666666666667,0.2608695652173913,0.4971391018003629
0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.4195551323621728,0,0,0.3076923076923077,0.751857142857143,1.0,0.2941176470588235,0.6928963453661034,0.529052905290529,0,1.0,0.8666666666666667,0.8695652173913043,0.2500859970915091
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.406683346489448,0,0,0.6153846153846154,0.5993877551020408,0.25,0.088235294117647,0.8826084869431644,0.9448944894489448,1,0.3636363636363636,0.6333333333333333,0.4347826086956521,0.4957128628633274
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.4118312165958809,0,0,0.4615384615384616,0.700530612244898,1.0,0.0546218487394958,0.5040962621607783,0.639063906390639,0,0.5454545454545454,0.4666666666666667,0.9565217391304348,0.4017364533240173
1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.9736350053559156,0,0,0.3076923076923077,0.1757959183673469,0.0,0.7857142857142857,0.5192012288786483,0.961996199619962,0,0.7272727272727273,0.4333333333333333,0.4782608695652174,0.1156661968879129
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8024305344076118,0,0,0.3846153846153846,0.5429387755102042,0.75,0.7142857142857143,0.8010372663850486,0.0967096709670966,1,0.5454545454545454,0.3333333333333333,0.0869565217391304,0.4646478421054199
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.7105726116023462,0,0,0.3846153846153846,0.6496326530612245,0.25,0.4915966386554621,0.8203625032002049,0.4152415241524152,0,0.3636363636363636,0.2666666666666666,0.4782608695652174,0.4330511982755465
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0652190518230314,0,0,0.6923076923076923,0.1536530612244898,1.0,1.0,0.3134060579877112,0.4165416541654165,0,0.0909090909090909,0.5,0.0434782608695652,0.3926095524060934
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.803148442181338,0,0,0.6923076923076923,0.9834489795918367,1.0,0.991596638655462,0.0733786962365591,0.8845884588458846,0,0.0,1.0,0.0,0.5328670109348801
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.488804538326908,0,0,1.0000000000000002,0.5104693877551021,0.75,0.1260504201680672,0.7226182475678443,0.8579857985798579,0,0.6363636363636364,0.4333333333333333,0.0434782608695652,0.4309054267076886
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.3693327447755952,0,0,0.6153846153846154,0.2210816326530612,0.25,0.2983193277310924,0.969520049283154,0.1078107810781077,1,0.5454545454545454,0.7,0.6521739130434783,0.2193943406369233
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9151094912372636,0,0,0.5384615384615385,0.6426938775510205,0.5,0.7436974789915967,0.7913086437532002,0.9331933193319332,1,0.0909090909090909,0.5666666666666667,0.5217391304347826,0.3389478856286652
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.4694897739098062,0,0,0.0769230769230769,0.5282244897959184,0.75,0.4747899159663865,0.0589377720174091,0.6187618761876187,0,0.3636363636363636,0.6666666666666666,0.6086956521739131,0.150975493324819
0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.36520761434513,0,0,0.4615384615384616,0.9318571428571428,0.0,0.680672268907563,0.7855222734254993,0.2022202220222022,1,0.2727272727272727,0.5,1.0,0.3307745291948471
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0329522984807853,0,0,0.7692307692307694,0.3395102040816327,1.0,0.2605042016806723,0.1114311315924219,0.9988998899889988,0,0.8181818181818182,0.8333333333333334,0.3913043478260869,0.4490039775747651
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.7170120724689855,0,0,0.3076923076923077,0.5433673469387755,0.75,0.7478991596638656,0.4962537602406554,0.7362736273627362,1,1.0,0.1666666666666666,0.0434782608695652,0.3738786429414666
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.7892695954248479,0,0,0.6923076923076923,0.1345102040816326,1.0,0.1680672268907563,0.6222798259088581,0.3077307730773077,0,0.5454545454545454,0.2333333333333333,0.1304347826086956,0.0982147269208625
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.6644088200844522,0,0,0.9230769230769232,0.7057551020408164,0.75,0.2815126050420168,0.1828557027649769,0.4091409140914091,0,0.2727272727272727,0.8,0.5652173913043478,0.0937182203390286
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.275907244265331,0,0,0.0769230769230769,0.9647551020408164,0.25,0.3571428571428571,0.6891281041986688,0.4854485448544854,0,1.0,0.9666666666666668,0.6521739130434783,0.4903484395632645
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.4828325265790704,0,0,0.0,0.426734693877551,0.25,0.96218487394958,0.4541030625960061,0.5399539953995399,0,0.2727272727272727,0.1,0.1739130434782608,0.427203229121565
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0936012838920712,0,0,0.9230769230769232,0.5263061224489796,1.0,0.7058823529411764,0.6736671146953405,0.5747574757475746,0,0.7272727272727273,0.9,0.3478260869565217,0.4025241008374522
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9326266218253207,0,0,0.0769230769230769,0.6133469387755103,0.5,0.0084033613445378,0.2374471966205837,0.7616761676167616,1,0.2727272727272727,0.1666666666666666,0.3913043478260869,0.5253743580122884
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.7428034846316678,0,1,1.0000000000000002,0.7796530612244897,0.0,0.6764705882352942,0.5150729646697388,0.1423142314231423,0,0.8181818181818182,0.7333333333333333,0.3043478260869565,0.4177687275109047
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3636169204721406,0,0,0.1538461538461538,0.7451020408163266,0.25,0.5336134453781513,0.2300307219662058,0.388038803880388,1,0.1818181818181818,0.6333333333333333,0.3478260869565217,0.5070726885069811
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.6487298268719622,0,0,0.5384615384615385,0.4496122448979592,1.0,0.4243697478991596,0.1680687564004096,0.0542054205420542,1,0.0909090909090909,0.8333333333333334,0.3913043478260869,0.2843212964850591
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.712541606589756,1,0,0.9230769230769232,0.5263673469387755,0.5,0.2478991596638655,0.2532902105734766,0.0382038203820382,1,0.4545454545454545,0.2666666666666666,0.3913043478260869,0.3935907717998953
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0701279208534569,0,0,0.4615384615384616,0.1084081632653061,0.25,0.8487394957983193,0.8329513088837686,0.6795679567956795,0,0.0,0.6,0.6086956521739131,0.343261599930996
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6924953662133685,0,0,0.7692307692307694,0.527734693877551,0.75,0.0546218487394958,0.9675999263952892,0.0553055305530553,0,0.0909090909090909,0.7666666666666667,0.7391304347826086,0.6730289564669266
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.1393832566178071,0,0,0.5384615384615385,0.9474489795918368,1.0,0.2899159663865546,0.2388492863543266,0.8447844784478447,0,0.0909090909090909,0.4666666666666667,0.1304347826086956,0.2470020881333448
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.90990463475148,0,0,0.6153846153846154,0.5043673469387755,0.75,0.6134453781512605,0.3458041314644137,0.6649664966496649,1,0.8181818181818182,0.6333333333333333,0.5217391304347826,0.3103652995751169
0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.7624520264135385,0,1,0.8461538461538463,0.2648775510204081,0.5,0.7815126050420168,0.3484102982590886,0.1142114211421142,0,0.8181818181818182,0.6,0.6956521739130435,0.3479569739434986
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4041933331765454,0,0,0.0,0.0964489795918367,0.25,0.2899159663865546,0.334857430875576,0.3063306330633063,1,0.8181818181818182,0.0666666666666666,0.3043478260869565,0.2692038916413812
0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0954098727746416,0,0,0.5384615384615385,0.1596938775510204,0.25,0.1134453781512605,0.6995427707373272,0.4082408240824082,1,0.7272727272727273,0.7333333333333333,0.3043478260869565,0.3187034836679145
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.4894497809290809,0,0,0.4615384615384616,0.3423673469387755,0.5,0.4873949579831932,0.4577632968509984,0.5019501950195019,0,0.7272727272727273,0.4333333333333333,0.0869565217391304,0.3328307503648865
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3652220870763937,0,0,0.3076923076923077,0.5521632653061225,0.25,0.6890756302521008,0.3730978782642088,0.6448644864486448,0,0.2727272727272727,0.1,0.9565217391304348,0.3931007859350647
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.042841596157329,0,1,0.6153846153846154,0.6918571428571428,0.75,0.3487394957983193,0.9637356790834612,0.8000800080008,0,0.4545454545454545,0.9333333333333332,0.8695652173913043,0.4707756149476449
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8770067095180116,0,0,0.0,0.1704285714285714,0.5,0.1890756302521008,0.5941100230414746,0.4724472447244724,0,0.0909090909090909,0.7333333333333333,0.4782608695652174,0.5649598901694564
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.8685837809326991,0,0,0.0,0.1175102040816326,0.25,0.9831932773109244,0.8874427963389657,0.2999299929992999,1,0.3636363636363636,0.7666666666666667,0.3043478260869565,0.4555577429292514
